Filename,Year,Month,Date,Description,Type of Notice,Number of Repos Affected
2021-05-11-vrchat-mod.md,2021,05,11,vrchat-mod.md,takedown,2
2021-05-11-zamblek.md,2021,05,11,zamblek.md,takedown,1
2021-05-12-acunetix.md,2021,05,12,acunetix.md,takedown,4
2021-05-12-co-487-uwaterloo.md,2021,05,12,co-487-uwaterloo.md,takedown,1
2021-05-12-cox-communications.md,2021,05,12,cox-communications.md,takedown,1
2021-05-12-enrollment-management-association.md,2021,05,12,enrollment-management-association.md,takedown,1
2021-05-12-experian.md,2021,05,12,experian.md,takedown,2
2021-05-12-github.md,2021,05,12,github.md,takedown,2
2021-05-12-goltv.md,2021,05,12,goltv.md,takedown,1
2021-05-12-nagravision-2.md,2021,05,12,nagravision-2.md,takedown,1
2021-05-12-nagravision-3.md,2021,05,12,nagravision-3.md,takedown,1
2021-05-12-nagravision-4.md,2021,05,12,nagravision-4.md,takedown,1
2021-05-12-nagravision.md,2021,05,12,nagravision.md,takedown,1
2021-05-12-secretsky.md,2021,05,12,secretsky.md,takedown,2
2021-05-12-sensetime-2.md,2021,05,12,sensetime-2.md,takedown,7
2021-05-12-sensetime.md,2021,05,12,sensetime.md,takedown,1
2021-05-12-servmask-2.md,2021,05,12,servmask-2.md,takedown,1
2021-05-12-servmask.md,2021,05,12,servmask.md,takedown,3
2021-05-13-CPE357-2.md,2021,05,13,CPE357-2.md,takedown,1
2021-05-13-co-331-uwaterloo.md,2021,05,13,co-331-uwaterloo.md,takedown,1
2021-05-13-codility-2.md,2021,05,13,codility-2.md,takedown,1
2021-05-13-codility.md,2021,05,13,codility.md,takedown,1
2021-05-13-gamevanilla.md,2021,05,13,gamevanilla.md,takedown,1
2021-05-13-inspireui.md,2021,05,13,inspireui.md,takedown,26
2021-05-13-niyo.md,2021,05,13,niyo.md,takedown,1
2021-05-13-policy-bazaar.md,2021,05,13,policy-bazaar.md,takedown,1
2021-05-13-take-two-counternotice.md,2021,05,13,take-two-counternotice.md,counternotice,1
2021-05-13-uni-gamecms-counternotice.md,2021,05,13,uni-gamecms-counternotice.md,counternotice,1
2021-05-14-cfdtool.md,2021,05,14,cfdtool.md,takedown,11
2021-05-14-comptia.md,2021,05,14,comptia.md,takedown,2
2021-05-14-mediatonic-limited.md,2021,05,14,mediatonic-limited.md,takedown,1
2021-05-14-muso.md,2021,05,14,muso.md,takedown,1
2021-05-14-swevers.md,2021,05,14,swevers.md,takedown,3
2021-05-14-yandex-lyceum.md,2021,05,14,yandex-lyceum.md,takedown,9
2021-05-17-german-house-coordinates.md,2021,05,17,german-house-coordinates.md,takedown,11
2021-05-17-multiple-progress-bar.md,2021,05,17,multiple-progress-bar.md,takedown,2
2021-05-17-salwyrr.md,2021,05,17,salwyrr.md,takedown,1
2021-05-18-australianeggs.md,2021,05,18,australianeggs.md,takedown,1
2021-05-18-gamevanilla.md,2021,05,18,gamevanilla.md,takedown,1
2021-05-18-genshin-impact.md,2021,05,18,genshin-impact.md,takedown,1
2021-05-18-hokai-impact.md,2021,05,18,hokai-impact.md,takedown,1
2021-05-18-malwarebytes.md,2021,05,18,malwarebytes.md,takedown,1
2021-05-18-miraculous.md,2021,05,18,miraculous.md,takedown,22
2021-05-18-pikmin.md,2021,05,18,pikmin.md,takedown,1
2021-05-18-shahid.md,2021,05,18,shahid.md,takedown,3
2021-05-18-tgis.md,2021,05,18,tgis.md,takedown,5
2021-05-19-packt.md,2021,05,19,packt.md,takedown,154
2021-05-19-tzdata-javascript.md,2021,05,19,tzdata-javascript.md,takedown,1
2021-05-20-code.md,2021,05,20,code.md,takedown,2
2021-05-20-comptia.md,2021,05,20,comptia.md,takedown,1
2021-05-20-gamevanilla.md,2021,05,20,gamevanilla.md,takedown,1
2021-05-20-gtbank.md,2021,05,20,gtbank.md,takedown,1
2021-05-20-hyperdap.md,2021,05,20,hyperdap.md,takedown,3
2021-05-20-laravel.md,2021,05,20,laravel.md,takedown,1
2021-05-20-loaf.md,2021,05,20,loaf.md,takedown,41
2021-05-20-monolisa-font.md,2021,05,20,monolisa-font.md,takedown,1
2021-05-20-pearson.md,2021,05,20,pearson.md,takedown,1
2021-05-20-pictures.md,2021,05,20,pictures.md,takedown,1
2021-05-20-ricimi.md,2021,05,20,ricimi.md,takedown,20
2021-05-20-snakeeyes.md,2021,05,20,snakeeyes.md,takedown,2
2021-05-20-source-code.md,2021,05,20,source-code.md,takedown,3
2021-05-20-xiamenbank.md,2021,05,20,xiamenbank.md,takedown,1
2021-05-21-linguagem-c.md,2021,05,21,linguagem-c.md,takedown,1
2021-05-21-playtika.md,2021,05,21,playtika.md,takedown,1
2021-05-21-shahid.md,2021,05,21,shahid.md,takedown,1
2021-05-21-theme-tools.md,2021,05,21,theme-tools.md,takedown,1
2021-05-21-verus.md,2021,05,21,verus.md,takedown,15
2021-05-24-chocohax.md,2021,05,24,chocohax.md,takedown,5
2021-05-24-elsevier.md,2021,05,24,elsevier.md,takedown,2
2021-05-24-gravity.md,2021,05,24,gravity.md,takedown,1
2021-05-24-rit-online.md,2021,05,24,rit-online.md,takedown,1
2021-05-24-sky-italia.md,2021,05,24,sky-italia.md,takedown,2
2021-05-24-source-code.md,2021,05,24,source-code.md,takedown,2
2021-05-24-wiley.md,2021,05,24,wiley.md,takedown,1
2021-05-25-bigniu.md,2021,05,25,bigniu.md,takedown,1
2021-05-25-branded-research.md,2021,05,25,branded-research.md,takedown,1
2021-05-25-comptia.md,2021,05,25,comptia.md,takedown,1
2021-05-25-goltv.md,2021,05,25,goltv.md,takedown,1
2021-05-25-hurricanevr.md,2021,05,25,hurricanevr.md,takedown,1
2021-05-25-instagram.md,2021,05,25,instagram.md,takedown,4
2021-05-25-libmhyprot.md,2021,05,25,libmhyprot.md,takedown,2
2021-05-25-mcgraw-hill.md,2021,05,25,mcgraw-hill.md,takedown,3
2021-05-25-northwoods.md,2021,05,25,northwoods.md,takedown,2
2021-05-25-oreilly.md,2021,05,25,oreilly.md,takedown,8
2021-05-25-privatecoronavirustests.md,2021,05,25,privatecoronavirustests.md,takedown,1
2021-05-25-renren.md,2021,05,25,renren.md,takedown,17
2021-05-25-rtgi-reshade.md,2021,05,25,rtgi-reshade.md,takedown,18
2021-05-26-16843.md,2021,05,26,16843.md,takedown,1
2021-05-26-country-garden-group.md,2021,05,26,country-garden-group.md,takedown,1
2021-05-26-dw-latex.md,2021,05,26,dw-latex.md,takedown,1
2021-05-26-hay-house.md,2021,05,26,hay-house.md,takedown,1
2021-05-26-ola.md,2021,05,26,ola.md,takedown,1
2021-05-26-rust.md,2021,05,26,rust.md,takedown,1
2021-05-26-source-code-2.md,2021,05,26,source-code-2.md,takedown,5
2021-05-27-abs-cbn.md,2021,05,27,abs-cbn.md,takedown,4
2021-05-27-droggol.md,2021,05,27,droggol.md,takedown,2
2021-05-27-ice-cyber-security.md,2021,05,27,ice-cyber-security.md,takedown,4
2021-05-27-ihg.md,2021,05,27,ihg.md,takedown,1
2021-05-27-nch-software.md,2021,05,27,nch-software.md,takedown,1
2021-05-27-ricimi.md,2021,05,27,ricimi.md,takedown,14
2021-05-27-sedenuserbot.md,2021,05,27,sedenuserbot.md,takedown,2
2021-05-27-shahid.md,2021,05,27,shahid.md,takedown,1
2021-05-27-zooce-syntax.md,2021,05,27,zooce-syntax.md,takedown,3
2021-06-01-brokrbinder.md,2021,06,01,brokrbinder.md,takedown,1
2021-06-01-discord-cogs.md,2021,06,01,discord-cogs.md,takedown,2
2021-06-01-inspireui.md,2021,06,01,inspireui.md,takedown,8
2021-06-01-ricimi.md,2021,06,01,ricimi.md,takedown,30
2021-06-01-rtgi-reshade.md,2021,06,01,rtgi-reshade.md,takedown,2
2021-06-01-sedenuserbot.md,2021,06,01,sedenuserbot.md,takedown,4
2021-06-01-shahid.md,2021,06,01,shahid.md,takedown,1
2021-06-01-source-code.md,2021,06,01,source-code.md,takedown,1
2021-06-01-ultimate-membership-pro-wordpress-plugin.md,2021,06,01,ultimate-membership-pro-wordpress-plugin.md,takedown,1
2021-06-02-broadcom.md,2021,06,02,broadcom.md,takedown,1
2021-06-02-codility-counternotice.md,2021,06,02,codility-counternotice.md,counternotice,1
2021-06-02-libmhyprot.md,2021,06,02,libmhyprot.md,takedown,4
2021-06-02-onepop.md,2021,06,02,onepop.md,takedown,1
2021-06-02-sngine-counternotice.md,2021,06,02,sngine-counternotice.md,counternotice,1
2021-06-02-source-code.md,2021,06,02,source-code.md,takedown,1
2021-06-02-utoronto.md,2021,06,02,utoronto.md,takedown,15
2021-06-03-blizzard-2.md,2021,06,03,blizzard-2.md,takedown,22
2021-06-03-blizzard.md,2021,06,03,blizzard.md,takedown,73
2021-06-03-exercitia-latina.md,2021,06,03,exercitia-latina.md,takedown,1
2021-06-03-karta-gps.md,2021,06,03,karta-gps.md,takedown,1
2021-06-03-miraculous.md,2021,06,03,miraculous.md,takedown,36
2021-06-03-nagravision.md,2021,06,03,nagravision.md,takedown,1
2021-06-03-rusherhack.md,2021,06,03,rusherhack.md,takedown,5
2021-06-03-sky-italia.md,2021,06,03,sky-italia.md,takedown,3
2021-06-03-tbomb.md,2021,06,03,tbomb.md,takedown,2
2021-06-04-banco-pan.md,2021,06,04,banco-pan.md,takedown,1
2021-06-04-faotools-2.md,2021,06,04,faotools-2.md,takedown,1
2021-06-04-faotools.md,2021,06,04,faotools.md,takedown,1
2021-06-04-metaquotes.md,2021,06,04,metaquotes.md,takedown,3
2021-06-04-mihoyo.md,2021,06,04,mihoyo.md,takedown,2
2021-06-04-ricimi.md,2021,06,04,ricimi.md,takedown,27
2021-06-04-tokopedia.md,2021,06,04,tokopedia.md,takedown,10
2021-06-04-vmware.md,2021,06,04,vmware.md,takedown,6
2021-06-07-adobe.md,2021,06,07,adobe.md,takedown,1
2021-06-07-ami.md,2021,06,07,ami.md,takedown,6
2021-06-07-blackhawk-network.md,2021,06,07,blackhawk-network.md,takedown,1
2021-06-07-contractor-compliance.md,2021,06,07,contractor-compliance.md,takedown,2
2021-06-07-embedded.md,2021,06,07,embedded.md,takedown,2
2021-06-07-the-data-incubator.md,2021,06,07,the-data-incubator.md,takedown,23
2021-06-07-video-glitches.md,2021,06,07,video-glitches.md,takedown,1
2021-06-07-virtusa-2.md,2021,06,07,virtusa-2.md,takedown,1
2021-06-07-virtusa-3.md,2021,06,07,virtusa-3.md,takedown,1
2021-06-07-virtusa-4.md,2021,06,07,virtusa-4.md,takedown,2
2021-06-07-virtusa-5.md,2021,06,07,virtusa-5.md,takedown,2
2021-06-07-virtusa-6.md,2021,06,07,virtusa-6.md,takedown,2
2021-06-07-virtusa.md,2021,06,07,virtusa.md,takedown,1
2021-06-08-1pop-2.md,2021,06,08,1pop-2.md,takedown,3
2021-06-08-1pop.md,2021,06,08,1pop.md,takedown,1
2021-06-08-utoronto-2.md,2021,06,08,utoronto-2.md,takedown,1
2021-06-08-utoronto.md,2021,06,08,utoronto.md,takedown,1
2021-06-09-58-group.md,2021,06,09,58-group.md,takedown,1
2021-06-09-edmodo.md,2021,06,09,edmodo.md,takedown,1
2021-06-09-elrond.md,2021,06,09,elrond.md,takedown,1
2021-06-09-flexiblog-2.md,2021,06,09,flexiblog-2.md,takedown,1
2021-06-09-flexiblog.md,2021,06,09,flexiblog.md,takedown,1
2021-06-09-ispammer-2.md,2021,06,09,ispammer-2.md,takedown,2
2021-06-09-ispammer-3.md,2021,06,09,ispammer-3.md,takedown,2
2021-06-09-ispammer.md,2021,06,09,ispammer.md,takedown,3
2021-06-09-kodanshacomics.md,2021,06,09,kodanshacomics.md,takedown,1
2021-06-09-maple-leaf-flag.md,2021,06,09,maple-leaf-flag.md,takedown,1
2021-06-09-packt-2.md,2021,06,09,packt-2.md,takedown,226
2021-06-09-packt.md,2021,06,09,packt.md,takedown,159
2021-06-09-react-native-decompiler-npm.md,2021,06,09,react-native-decompiler-npm.md,takedown,1
2021-06-09-sherm.md,2021,06,09,sherm.md,takedown,1
2021-06-10-aalto-university.md,2021,06,10,aalto-university.md,takedown,1
2021-06-10-artestore.md,2021,06,10,artestore.md,takedown,1
2021-06-10-bmc-software-2.md,2021,06,10,bmc-software-2.md,takedown,1
2021-06-10-bmc-software.md,2021,06,10,bmc-software.md,takedown,1
2021-06-10-happytimesoft.md,2021,06,10,happytimesoft.md,takedown,2
2021-06-10-ispammer-2.md,2021,06,10,ispammer-2.md,takedown,2
2021-06-10-ispammer.md,2021,06,10,ispammer.md,takedown,2
2021-06-10-manning.md,2021,06,10,manning.md,takedown,1
2021-06-10-odoo.md,2021,06,10,odoo.md,takedown,7
2021-06-10-pdfrenderer.md,2021,06,10,pdfrenderer.md,takedown,13
2021-06-10-react-native-decompiler.md,2021,06,10,react-native-decompiler.md,takedown,3
2021-06-10-ricimi.md,2021,06,10,ricimi.md,takedown,16
2021-06-10-take-two-counternotice.md,2021,06,10,take-two-counternotice.md,counternotice,1
2021-06-10-the-data-incubator.md,2021,06,10,the-data-incubator.md,takedown,3
2021-06-10-utoronto.md,2021,06,10,utoronto.md,takedown,1
2021-06-10-webkul.md,2021,06,10,webkul.md,takedown,11
2021-06-10-zag.md,2021,06,10,zag.md,takedown,1
2021-06-11-bmc-software-2.md,2021,06,11,bmc-software-2.md,takedown,1
2021-06-11-bmc-software-3.md,2021,06,11,bmc-software-3.md,takedown,1
2021-06-11-bmc-software-4.md,2021,06,11,bmc-software-4.md,takedown,1
2021-06-11-bmc-software-5.md,2021,06,11,bmc-software-5.md,takedown,1
2021-06-11-building-mobile-apps-at-scale.md,2021,06,11,building-mobile-apps-at-scale.md,takedown,1
2021-06-11-discordlistforbots.md,2021,06,11,discordlistforbots.md,takedown,1
2021-06-11-goltv.md,2021,06,11,goltv.md,takedown,1
2021-06-11-hca.md,2021,06,11,hca.md,takedown,2
2021-06-11-infosys.md,2021,06,11,infosys.md,takedown,3
2021-06-11-mhyprot.md,2021,06,11,mhyprot.md,takedown,2
2021-06-11-oxford-university-press.md,2021,06,11,oxford-university-press.md,takedown,1
2021-06-11-shizhuang-technology.md,2021,06,11,shizhuang-technology.md,takedown,1
2021-06-11-wisdom-cafe.md,2021,06,11,wisdom-cafe.md,takedown,1
2021-06-14-bmc-software.md,2021,06,14,bmc-software.md,takedown,1
2021-06-14-ovtracker-2.md,2021,06,14,ovtracker-2.md,takedown,1
2021-06-14-ovtracker.md,2021,06,14,ovtracker.md,takedown,1
2021-06-15-beijing-supermap-software.md,2021,06,15,beijing-supermap-software.md,takedown,4
2021-06-15-salarium.md,2021,06,15,salarium.md,takedown,1
2021-06-16-clean-cartoon.md,2021,06,16,clean-cartoon.md,takedown,15
2021-06-16-ultimateclean.md,2021,06,16,ultimateclean.md,takedown,1
2021-06-17-1pop.md,2021,06,17,1pop.md,takedown,8
2021-06-17-Ecology.md,2021,06,17,Ecology.md,takedown,2
2021-06-17-onflix.md,2021,06,17,onflix.md,takedown,1
2021-06-17-vb6.md,2021,06,17,vb6.md,takedown,2
2021-06-18-exercitia-latina.md,2021,06,18,exercitia-latina.md,takedown,6
2021-06-21-cafeyn.md,2021,06,21,cafeyn.md,takedown,1
2021-06-21-comeso.md,2021,06,21,comeso.md,takedown,1
2021-06-21-netease.md,2021,06,21,netease.md,takedown,3
2021-06-22-faw-toyota-motor-sales.md,2021,06,22,faw-toyota-motor-sales.md,takedown,1
2021-06-22-forwardtagremoverbot.md,2021,06,22,forwardtagremoverbot.md,takedown,2
2021-06-23-clusteredtravelingsalesmanproblem.md,2021,06,23,clusteredtravelingsalesmanproblem.md,takedown,1
2021-06-23-happytimesoft.md,2021,06,23,happytimesoft.md,takedown,8
2021-06-23-metaquotes-counternotice.md,2021,06,23,metaquotes-counternotice.md,counternotice,3
2021-06-24-acs-hms.md,2021,06,24,acs-hms.md,takedown,3
2021-06-24-core-vehicle.md,2021,06,24,core-vehicle.md,takedown,2
2021-06-24-sans.md,2021,06,24,sans.md,takedown,7
2021-06-25-advancedgroups.md,2021,06,25,advancedgroups.md,takedown,1
2021-06-25-bs2.md,2021,06,25,bs2.md,takedown,1
2021-06-25-comp3200-2.md,2021,06,25,comp3200-2.md,takedown,3
2021-06-25-comp3200.md,2021,06,25,comp3200.md,takedown,4
2021-06-25-droggol-2.md,2021,06,25,droggol-2.md,takedown,1
2021-06-25-droggol.md,2021,06,25,droggol.md,takedown,1
2021-06-25-flexiblog.md,2021,06,25,flexiblog.md,takedown,1
2021-06-25-hook.md,2021,06,25,hook.md,takedown,1
2021-06-25-mail-dll.md,2021,06,25,mail-dll.md,takedown,2
2021-06-25-ricimi.md,2021,06,25,ricimi.md,takedown,23
2021-06-25-screw-fantasy.md,2021,06,25,screw-fantasy.md,takedown,1
2021-06-25-sedenuserbot.md,2021,06,25,sedenuserbot.md,takedown,2
2021-06-25-segmentation.md,2021,06,25,segmentation.md,takedown,2
2021-06-25-spec.md,2021,06,25,spec.md,takedown,13
2021-06-28-phonepe-2.md,2021,06,28,phonepe-2.md,takedown,1
2021-06-28-phonepe.md,2021,06,28,phonepe.md,takedown,1
2021-06-28-sensetime.md,2021,06,28,sensetime.md,takedown,2
2021-06-28-source-code.md,2021,06,28,source-code.md,takedown,4
2021-06-28-theshed.md,2021,06,28,theshed.md,takedown,3
2021-06-29-hive-games.md,2021,06,29,hive-games.md,takedown,1
2021-06-29-playtika.md,2021,06,29,playtika.md,takedown,1
2021-06-29-policy-bazaar.md,2021,06,29,policy-bazaar.md,takedown,1
2021-06-29-shanghai-handpay-information-technology.md,2021,06,29,shanghai-handpay-information-technology.md,takedown,1
2021-06-29-source-code-counternotice.md,2021,06,29,source-code-counternotice.md,counternotice,1
2021-06-29-source-code.md,2021,06,29,source-code.md,takedown,1
2021-06-29-tvmucho.md,2021,06,29,tvmucho.md,takedown,1
2021-06-29-walkover.md,2021,06,29,walkover.md,takedown,1
2021-06-30-circlebot.md,2021,06,30,circlebot.md,takedown,1
2021-06-30-ibm.md,2021,06,30,ibm.md,takedown,4
2021-06-30-levi.md,2021,06,30,levi.md,takedown,1
